元表記,出現頻度,正規化後,url,タイプ,チェック,正規化（変更案）,url（変更案）,タイプ
0380-15-(80),1,0380-15-(80),,,,,,
建物,1,建物,https://ja.wikipedia.org/wiki/建物,Keyword,OK,,,
京都御所,1,京都御所,https://ja.wikipedia.org/wiki/京都御所,Place,OK,,,
鎌倉殿御能興行之図,1,鎌倉殿御能興行之図,,,,,,
0380-15-(81),1,0380-15-(81),,,,,,
越村屋平助板,1,越村屋平助板,,,,,,
能,1,能,https://ja.wikipedia.org/wiki/能,Keyword,OK,,,
京都下加茂糺の森勝景,1,京都下加茂糺の森勝景,,,,,,
0380-16-(1),1,0380-16-(1),,,,,,
丸屋甚八板,1,丸屋甚八板,,,,,,
芝明神前,1,芝明神前,,,,,,
糺の森,1,糺の森,https://ja.wikipedia.org/wiki/糺の森,Keyword,OK,,,
糺川,1,糺川,,,,,,
江水散花雪,1,江水散花雪,,,,,,
0380-16-(2),1,0380-16-(2),,,,,,
明治６年末以降の号,1,明治６年末以降の号,,,,,,
水戸側　蓮田市五郎,1,水戸側　蓮田市五郎,,,,,,
森山繁之助,1,森山繁之助,,,,,,
稲田重蔵,1,稲田重蔵,,,,,,
鯉渊要人,1,鯉渊要人,,,,,,
源頼朝公上京之図,1,源頼朝公上京之図,,,,,,
0380-16-(3),1,0380-16-(3),,,,,,
海老屋林之助板,1,海老屋林之助板,,,,,,
頼朝公平家追討之図,1,頼朝公平家追討之図,,,,,,
0380-16-(4),1,0380-16-(4),,,,,,
万屋善太郎,1,万屋善太郎,,,,,,
万善,1,万善,,,,,,
源義家朝臣奥州征罰之図,1,源義家朝臣奥州征罰之図,,,,,,
0380-16-(5),1,0380-16-(5),,,,,,
文久３年１月(18630010550),1,文久３年１月(18630010550),,,,,,
亥正改,1,亥正改,,,,,,
八幡太郎義家,1,源義家,https://ja.wikipedia.org/wiki/源義家,Person,OK,,,
綸旨,1,綸旨,https://ja.wikipedia.org/wiki/綸旨,Keyword,OK,,,
0380-16-(6),1,0380-16-(6),,,,,,
東海道近江八景一覧之図,1,東海道近江八景一覧之図,,,,,,
0380-16-(7),1,0380-16-(7),,,,,,
園原屋正助,1,園原屋正助,https://ja.wikipedia.org/wiki/園原屋正助,Keyword,OK,,,
近江,1,近江,https://ja.wikipedia.org/wiki/近江,Keyword,OK,,,
琵琶湖,1,琵琶湖,https://ja.wikipedia.org/wiki/琵琶湖,Keyword,OK,,,
瀬田大橋,1,瀬田大橋,,,,,,
源頼朝公大井川行列之図,1,源頼朝公大井川行列之図,,,,,,
0380-16-(8),1,0380-16-(8),,,,,,
文久２年９月(18620090550),1,文久２年９月(18620090550),,,,,,
山本平吉板,1,山本平吉板,,,,,,
芳丁おふじばし角,1,芳丁おふじばし角,,,,,,
戌九改,1,戌九改,,,,,,
瞽女,1,瞽女,https://ja.wikipedia.org/wiki/瞽女,Keyword,OK,,,
伊勢参り,1,お蔭参り,https://ja.wikipedia.org/wiki/お蔭参り,Keyword,OK,,,
西国順礼,1,西国順礼,,,,,,
六十六部,1,六十六部,,,,,,
普化僧,1,虚無僧,https://ja.wikipedia.org/wiki/虚無僧,Keyword,OK,,,
川渡し人足,1,川渡し人足,,,,,,
人足会所,1,人足会所,,,,,,
あし並も静かに揃ふ君か代やためしもなかくつつく行列,1,あし並も静かに揃ふ君か代やためしもなかくつつく行列,,,,,,
墨田了古逸人,1,墨田了古逸人,,,,,,
将軍親発大井川天龍川渡河の図,1,将軍親発大井川天龍川渡河の図,,,,,,
京都下加茂糺の森勝景他二十一種,1,京都下加茂糺の森勝景他二十一種,,,,,,
0380-16-(9),1,0380-16-(9),,,,,,
中と右　元治元年１１月,1,中と右　元治元年１１月,,,,,,
左　慶応元年１月(18640110550),1,左　慶応元年１月(18640110550),,,,,,
中右　子十一改,1,中右　子十一改,,,,,,
左　丑正改,1,左　丑正改,,,,,,
船渡し,1,船渡し,,,,,,
天龍川,1,天竜川,https://ja.wikipedia.org/wiki/天竜川,RiverBodyOfWater,OK,,,
頼朝公行烈之図,1,頼朝公行烈之図,,,,,,
0380-16-(10),1,0380-16-(10),,,,,,
高輪大木戸,1,高輪大木戸跡,https://ja.wikipedia.org/wiki/高輪大木戸跡,Keyword,OK,,,
泉岳寺,1,泉岳寺,https://ja.wikipedia.org/wiki/泉岳寺,Place,OK,,,
東禅寺,1,東禅寺,https://ja.wikipedia.org/wiki/東禅寺,Keyword,OK,,,
将軍親発,1,将軍親発,,,,,,
源頼朝公奥州発行之図,1,源頼朝公奥州発行之図,,,,,,
0380-16-(11),1,0380-16-(11),,,,,,
栗橋,1,栗橋,https://ja.wikipedia.org/wiki/栗橋,Keyword,OK,,,
鎌倉殿中慶賀の図,1,鎌倉殿中慶賀の図,,,,,,
0380-16-(12),1,0380-16-(12),,,,,,
酉十一改,1,酉十一改,,,,,,
和宮降嫁,1,和宮親子内親王,https://ja.wikipedia.org/wiki/和宮親子内親王,Person,OK,,,
江戸城,1,江戸城,https://ja.wikipedia.org/wiki/江戸城,Keyword,OK,,,
長州壇之浦赤間関合戦,1,長州壇之浦赤間関合戦,,,,,,
0380-16-(13),1,0380-16-(13),,,,,,
下関,1,下関,https://ja.wikipedia.org/wiki/下関,Keyword,OK,,,
下関戦争,1,下関戦争,https://ja.wikipedia.org/wiki/下関戦争,Event,OK,,,
源四大将免勅命近江国高島山盗首保輔為退治,1,源四大将免勅命近江国高島山盗首保輔為退治,,,,,,
0380-16-(14),1,0380-16-(14),,,,,,
前太平記厨川大合戦頼義朝臣貞任退治之図,1,前太平記厨川大合戦頼義朝臣貞任退治之図,,,,,,
0380-16-(15),1,0380-16-(15),,,,,,
魁斎筆,1,魁斎筆,,,,,,
源頼光藤原保昌之両将免勅命丹波国大江山之鬼盗酒天童子退治ス,1,源頼光藤原保昌之両将免勅命丹波国大江山之鬼盗酒天童子退治ス,,,,,,
0380-16-(16),1,0380-16-(16),,,,,,
子六改,1,子六改,,,,,,
後鳥羽法皇夢中の人器鳥獣虫怪異の図,1,後鳥羽法皇夢中の人器鳥獣虫怪異の図,,,,,,
0380-16-(17),1,0380-16-(17),,,,,,
応需秀斎画,1,応需秀斎画,,,,,,
妖怪,1,妖怪,https://ja.wikipedia.org/wiki/妖怪,Keyword,OK,,,
長文の詞書あり,1,長文の詞書あり,,,,,,
諸君此画を需得て常に座右にたくわへ給ハゞ疫邪悪災の難をはらひ子孫繁栄家運長久の応護として,1,諸君此画を需得て常に座右にたくわへ給ハゞ疫邪悪災の難をはらひ子孫繁栄家運長久の応護として,,,,,,
云々,1,云々,,,,,,
明治元戊辰年五月十五日東台大戦争図,1,明治元戊辰年五月十五日東台大戦争図,,,,,,
0380-16-(18),1,0380-16-(18),,,,,,
永島孟斎画,1,永島孟斎画,,,,,,
芳虎,1,芳虎,,,,,,
明治７年１１月(18740110550),1,明治７年１１月(18740110550),,,,,,
恵比寿屋,1,恵比寿屋,,,,,,
ゑひすや,1,ゑひすや,,,,,,
てりふり丁,1,てりふり丁,,,,,,
９枚続,1,９枚続,,,,,,
戌十一,1,戌十一,,,,,,
東台山王山戦争之図,1,東台山王山戦争之図,,,,,,
0380-16-(19),1,0380-16-(19),,,,,,
彫工留吉,1,彫工留吉,,,,,,
天野八郎,1,天野八郎,https://ja.wikipedia.org/wiki/天野八郎,Person,OK,,,
酒井才助,1,酒井才助,,,,,,
近藤武雄,1,近藤武雄,,,,,,
石川善一郎,1,石川善一郎,,,,,,
新開儀三郎,1,新開儀三郎,,,,,,
木下七郎,1,木下七郎,,,,,,
平尾岩之助,1,平尾岩之助,,,,,,
八幡太郎義家奥州軍立之図,1,八幡太郎義家奥州軍立之図,,,,,,
0380-16-(20),1,0380-16-(20),,,,,,
さくら坊芳盛筆印,1,さくら坊芳盛筆印,,,,,,
糸屋庄兵衛板,1,糸屋庄兵衛板,,,,,,
白河城,1,白河城,https://ja.wikipedia.org/wiki/白河城,Keyword,OK,,,
奥会津大合戦芦名盛隆敗走遂ニ降伏平定ノ図,1,奥会津大合戦芦名盛隆敗走遂ニ降伏平定ノ図,,,,,,
0380-16-(21),1,0380-16-(21),,,,,,
一曜斎国輝画,1,一曜斎国輝画,,,,,,
猪苗代湖,1,猪苗代湖,https://ja.wikipedia.org/wiki/猪苗代湖,Keyword,OK,,,
盤梯山,1,盤梯山,,,,,,
会津若松城,1,若松城,https://ja.wikipedia.org/wiki/若松城,Keyword,OK,,,
越後国信濃川武田上杉大合戦之図,1,越後国信濃川武田上杉大合戦之図,,,,,,
0380-16-(22),1,0380-16-(22),,,,,,
満留屋平次郎板,1,満留屋平次郎板,,,,,,
日本橋槫正町,1,日本橋槫正町,,,,,,
越後国上杉景勝家督争合戦,1,越後国上杉景勝家督争合戦,,,,,,
0380-16-(23),1,0380-16-(23),,,,,,
応需一曜斎国輝画図,1,応需一曜斎国輝画図,,,,,,
雷神門立退,1,雷神門立退,,,,,,
0380-12-(1),1,0380-12-(1),,,,,,
よし藤,1,よし藤,,,,,,
風神,1,風神,https://ja.wikipedia.org/wiki/風神,Keyword,OK,,,
対話あり,1,対話あり,,,,,,
雷鳴遠近図画,1,雷鳴遠近図画,,,,,,
0380-12-(2),1,0380-12-(2),,,,,,
落雷場所附あり,1,落雷場所附あり,,,,,,
嘉永３年８月８日大落雷,1,嘉永３年８月８日大落雷,,,,,,
各鬼のことばあり,1,各鬼のことばあり,,,,,,
なまづ退治の図,1,なまづ退治の図,,,,,,
0380-12-(3),1,0380-12-(3),,,,,,
二八そば,1,蕎麦,https://ja.wikipedia.org/wiki/蕎麦,Keyword,OK,,,
水かみのつげに命をたすかりて六分の内に入るぞ嬉しき,1,水かみのつげに命をたすかりて六分の内に入るぞ嬉しき,,,,,,
大一座二日のよなをし,1,大一座二日のよなをし,,,,,,
0380-12-(4),1,0380-12-(4),,,,,,
吉例暫四民不動礎,1,吉例暫四民不動礎,,,,,,
0380-12-(5),1,0380-12-(5),,,,,,
親父の暫,1,親父の暫,,,,,,
地震けん,1,地震けん,,,,,,
0380-12-(6),1,0380-12-(6),,,,,,
親父の拳,1,親父の拳,,,,,,
世直し拳,1,世直し拳,,,,,,
0380-12-(7),1,0380-12-(7),,,,,,
大津画ぶし,1,大津画ぶし,,,,,,
0380-12-(8),1,0380-12-(8),,,,,,
大津絵ぶしの替歌あり,1,大津絵ぶしの替歌あり,,,,,,
鯰筆を震,1,鯰筆を震,,,,,,
0380-12-(9),1,0380-12-(9),,,,,,
徳勘忍後万歳楽,1,徳勘忍後万歳楽,,,,,,
と鯰が大工,1,と鯰が大工,,,,,,
左官の前で揮亳している図,1,左官の前で揮亳している図,,,,,,
骨抜どうせうなまづ大家破焼,1,骨抜どうせうなまづ大家破焼,,,,,,
0380-12-(10),1,0380-12-(10),,,,,,
料理屋,1,飲食店,https://ja.wikipedia.org/wiki/飲食店,Keyword,OK,,,
おどり,1,おどり,,,,,,
唐物,1,唐物,https://ja.wikipedia.org/wiki/唐物,Keyword,OK,,,
三味線,1,三味線,https://ja.wikipedia.org/wiki/三味線,Keyword,OK,,,
囲者,1,囲者,,,,,,
碁,1,囲碁,https://ja.wikipedia.org/wiki/囲碁,Keyword,OK,,,
小道具,1,美術_(職業),https://ja.wikipedia.org/wiki/美術_(職業),Keyword,変更,美術_(職業)#小道具,,
茶人,1,茶人人物一覧,https://ja.wikipedia.org/wiki/茶人人物一覧,Keyword,OK,,,
勧化,1,勧進,https://ja.wikipedia.org/wiki/勧進,Keyword,OK,,,
かみくづひろい,1,かみくづひろい,,,,,,
船頭などの会話,1,船頭などの会話,,,,,,
おどけはなし,1,おどけはなし,,,,,,
0380-12-(11),1,0380-12-(11),,,,,,
36.2×24.3,1,36.2×24.3,,,,,,
親父にかけた落しばなし,1,親父にかけた落しばなし,,,,,,
けんのうた,1,けんのうた,,,,,,
0380-12-(12),1,0380-12-(12),,,,,,
0380-12-(13),1,0380-12-(13),,,,,,
鯰,1,ナマズ,https://ja.wikipedia.org/wiki/ナマズ,Keyword,OK,,,
くらの開扉落涙山非常明王,1,くらの開扉落涙山非常明王,,,,,,
なみださんひじやうめうわう,1,なみださんひじやうめうわう,,,,,,
0380-12-(14),1,0380-12-(14),,,,,,
詞書の最後に,1,詞書の最後に,,,,,,
またかどでこめかみよりぞうたれけるかはらおちたがさはりこそして,1,またかどでこめかみよりぞうたれけるかはらおちたがさはりこそして,,,,,,
鯰鹿島の首引,1,鯰鹿島の首引,,,,,,
0380-12-(15),1,0380-12-(15),,,,,,
両者に味方するものあり,1,両者に味方するものあり,,,,,,
大工,1,大工,https://ja.wikipedia.org/wiki/　大工,Keyword,OK,,,
金持その他,1,金持その他,,,,,,
鯰のすちやらか,1,鯰のすちやらか,,,,,,
ゑんまの子のわけ,1,ゑんまの子のわけ,,,,,,
0380-12-(16),1,0380-12-(16),,,,,,
吉原大門火事の中,1,吉原大門火事の中,,,,,,
のスチヤラカとえんまの子地蔵の子の話あり,1,のスチヤラカとえんまの子地蔵の子の話あり,,,,,,
世直鯰の情,1,世直鯰の情,,,,,,
0380-12-(17),1,0380-12-(17),,,,,,
伊勢の御神馬人を救くる図,1,伊勢の御神馬人を救くる図,,,,,,
0380-12-(18),1,0380-12-(18),,,,,,
0380-12-(19),1,0380-12-(19),,,,,,
１４,1,１４,,,,,,
恵比寿天申誤之記,1,恵比寿天申誤之記,,,,,,
0380-12-(20),1,0380-12-(20),,,,,,
泰平鯰退治,1,泰平鯰退治,,,,,,
0380-12-(21),1,0380-12-(21),,,,,,
末ひろき御世をしめたる要石うこかぬ国とあふぐ神風,1,末ひろき御世をしめたる要石うこかぬ国とあふぐ神風,,,,,,
なまづ小話,1,なまづ小話,,,,,,
0380-12-(22),1,0380-12-(22),,,,,,
４コミの地震鯰小話,1,４コミの地震鯰小話,,,,,,
道外地しん拳,1,道外地しん拳,,,,,,
0380-12-(23),1,0380-12-(23),,,,,,
諸人繁昌故なまづに礼をするの図,1,諸人繁昌故なまづに礼をするの図,,,,,,
0380-12-(24),1,0380-12-(24),,,,,,
あなぐら大工,1,あなぐら大工,,,,,,
土方,1,土工,https://ja.wikipedia.org/wiki/土工,Keyword,OK,,,
骨接ぎ,1,柔道整復術,https://ja.wikipedia.org/wiki/柔道整復術,Keyword,OK,,,
四文屋,1,四文屋,,,,,,
中間,1,中間,https://ja.wikipedia.org/wiki/中間,Keyword,変更,武家奉公人,,
医者が礼をいっている図,1,医者が礼をいっている図,,,,,,
生捕ました三度の大地震,1,生捕ました三度の大地震,,,,,,
0380-12-(25),1,0380-12-(25),,,,,,
香具師が助命嘆願をする図,1,香具師が助命嘆願をする図,,,,,,
諸人なまづを打つの図,1,諸人なまづを打つの図,,,,,,
0380-12-(26),1,0380-12-(26),,,,,,
読売,1,読売,https://ja.wikipedia.org/wiki/読売,Keyword,変更,瓦版,,
太平の御恩沢に高きまくらのふし戸をやぶりし地震ハいつしかしづまりてまたやごとなき御恵につきせぬ御代のかづかづをさされいしのみうたにならひて君が代は千代に八千代にかなめいしのいはほハぬけじよしゆるぐとも,1,太平の御恩沢に高きまくらのふし戸をやぶりし地震ハいつしかしづまりてまたやごとなき御恵につきせぬ御代のかづかづをさされいしのみうたにならひて君が代は千代に八千代にかなめいしのいはほハぬけじよしゆるぐとも,,,,,,
鯰舞の洒落,1,鯰舞の洒落,,,,,,
0380-12-(27),1,0380-12-(27),,,,,,
外山人,1,外山人,,,,,,
まはしたる,1,まはしたる,,,,,,
その天罰の□□□□□こよひも女郎に廻されにけり,1,その天罰の□□□□□こよひも女郎に廻されにけり,,,,,,
外山人しるす,1,外山人しるす,,,,,,
印,1,印,https://ja.wikipedia.org/wiki/印,Keyword,OK,,,
金持をゆすりにきたか大地震,1,金持をゆすりにきたか大地震,,,,,,
0380-12-(28),1,0380-12-(28),,,,,,
大黒のつち動かして市中に宝の山を積ぞめでたき,1,大黒のつち動かして市中に宝の山を積ぞめでたき,,,,,,
0380-12-(29),1,0380-12-(29),,,,,,
紀の長丸,1,紀の長丸,,,,,,
歌のあとに紀の長丸とあり,1,歌のあとに紀の長丸とあり,,,,,,
難義鳥,1,難義鳥,,,,,,
0380-12-(30),1,0380-12-(30),,,,,,
難義鳥は吉原,1,難義鳥は吉原,,,,,,
芝居町の擬鳥化,1,芝居町の擬鳥化,,,,,,
大都会不尽,1,大都会不尽,,,,,,
0380-12-(31),1,0380-12-(31),,,,,,
おほつゑふし,1,おほつゑふし,,,,,,
地震の子,1,地震の子,,,,,,
地蔵の子がかかれている,1,地蔵の子がかかれている,,,,,,
大黒瓢覃にてなまづを捕へる図,1,大黒瓢覃にてなまづを捕へる図,,,,,,
0380-12-(32),1,0380-12-(32),,,,,,
瓢覃,1,瓢覃,,,,,,
0380-12-(33),1,0380-12-(33),,,,,,
職人が仮宅で景気の話をする,1,職人が仮宅で景気の話をする,,,,,,
えんまの子が出ている,1,えんまの子が出ている,,,,,,
万歳楽鯰の後悔,1,万歳楽鯰の後悔,,,,,,
0380-12-(34),1,0380-12-(34),,,,,,
二日はなし地震亭念魚町々庵炎上,1,二日はなし地震亭念魚町々庵炎上,,,,,,
0380-12-(35),1,0380-12-(35),,,,,,
将棊ずき,1,将棊ずき,,,,,,
吉原焼,1,吉原焼,,,,,,
太神宮神馬につき小話,1,太神宮神馬につき小話,,,,,,
地しんどう化大津ゑぶし,1,地しんどう化大津ゑぶし,,,,,,
0380-12-(36),1,0380-12-(36),,,,,,
万歳楽永生作とあり,1,万歳楽永生作とあり,,,,,,
同一のものが,1,同一のものが,,,,,,
３６,1,３６,,,,,,
３７)にあり,1,３７)にあり,,,,,,
入用御間商売競,1,入用御間商売競,,,,,,
0380-12-(38),1,0380-12-(38),,,,,,
いりようおあいだせうばいくらべ,1,いりようおあいだせうばいくらべ,,,,,,
職人,1,職人,https://ja.wikipedia.org/wiki/職人,Keyword,OK,,,
大将鯰,1,大将鯰,,,,,,
その他の人々,1,その他の人々,,,,,,
大将かしま,1,大将かしま,,,,,,
との争いの図,1,との争いの図,,,,,,
大津ぶれぶし,1,大津ぶれぶし,,,,,,
0380-12-(39),1,0380-12-(39),,,,,,
大震出火地震につ木),1,大震出火地震につ木),,,,,,
0380-12-(40),1,0380-12-(40),,,,,,
語末に木のつく洒落,1,語末に木のつく洒落,,,,,,
作事職人のげん木,1,作事職人のげん木,,,,,,
死亡あまたに親子のなけ木ｅｔｃ,1,死亡あまたに親子のなけ木ｅｔｃ,,,,,,
地震のすちやらか,1,地震のすちやらか,,,,,,
0380-12-(41),1,0380-12-(41),,,,,,
すちやらかあり,1,すちやらかあり,,,,,,
１１,1,１１,,,,,,
即席鯰はなし,1,即席鯰はなし,,,,,,
0380-12-(42),1,0380-12-(42),,,,,,
鯰がみんなにぶたれる話,1,鯰がみんなにぶたれる話,,,,,,
オチあり,1,オチあり,,,,,,
なまづの力ばなし,1,なまづの力ばなし,,,,,,
なまづの婦夫やきもちばなし,1,なまづの婦夫やきもちばなし,,,,,,
0380-12-(43),1,0380-12-(43),,,,,,
地震よけの歌,1,地震よけの歌,,,,,,
0380-12-(44),1,0380-12-(44),,,,,,
水かみのつげにいのちをたすかりて六分のうちに入るぞうれしき,1,水かみのつげにいのちをたすかりて六分のうちに入るぞうれしき,,,,,,
職人のよろこんでいる姿あり,1,職人のよろこんでいる姿あり,,,,,,
傾城あだなの焚,1,傾城あだなの焚,,,,,,
たき,1,たき,,,,,,
0380-12-(45),1,0380-12-(45),,,,,,
傾城あこやの松,1,傾城あこやの松,,,,,,
浄瑠璃傾城浅間獄のパロディーか,1,浄瑠璃傾城浅間獄のパロディーか,,,,,,
地震料理品書,1,地震料理品書,,,,,,
0380-12-(46),1,0380-12-(46),,,,,,
まるやけ土ぞう荷,1,まるやけ土ぞう荷,,,,,,
雨ふり往来しるこ,1,雨ふり往来しるこ,,,,,,
大ゆれきも玉ひやし,1,大ゆれきも玉ひやし,,,,,,
素人手伝あらうちだんご,1,素人手伝あらうちだんご,,,,,,
物もちほどこしたんと,1,物もちほどこしたんと,,,,,,
大やね瓦おとし,1,大やね瓦おとし,,,,,,
つぶれ家怪我もち,1,つぶれ家怪我もち,,,,,,
大まるたつっかいもち,1,大まるたつっかいもち,,,,,,
じやま門のつち,1,じやま門のつち,,,,,,
諸職吾沢銭,1,諸職吾沢銭,,,,,,
0380-12-(47),1,0380-12-(47),,,,,,
延寿,1,延寿,https://ja.wikipedia.org/wiki/延寿,Keyword,OK,,,
しよしよくごたくせん,1,しよしよくごたくせん,,,,,,
地震訶良革天尚代賀直利家茂遊都足仁茂優都多理,1,地震訶良革天尚代賀直利家茂遊都足仁茂優都多理,,,,,,
ぢしんからあらたまて,1,ぢしんからあらたまて,,,,,,
なをよがなをり,1,なをよがなをり,,,,,,
いへもゆつたり,1,いへもゆつたり,,,,,,
ひともゆつたり,1,ひともゆつたり,,,,,,
の文字と諸人の感謝の詞あり,1,の文字と諸人の感謝の詞あり,,,,,,
延寿戯讃,1,延寿戯讃,,,,,,
①山林地主,1,①山林地主,,,,,,
②灯心うり,1,②灯心うり,,,,,,
③大工,1,③大工,,,,,,
④左官,1,④左官,,,,,,
⑤車力,1,⑤車力,,,,,,
⑥小商売,1,⑥小商売,,,,,,
⑦材木屋,1,⑦材木屋,,,,,,
⑧読売,1,⑧読売,,,,,,
⑨請負師,1,⑨請負師,,,,,,
⑩屋根屋,1,⑩屋根屋,,,,,,
⑪穴蔵大工,1,⑪穴蔵大工,,,,,,
職人仮宅で遊ぶ図,1,職人仮宅で遊ぶ図,,,,,,
0380-12-(48),1,0380-12-(48),,,,,,
なんぢうやかぢ仮宅,1,なんぢうやかぢ仮宅,,,,,,
0380-12-(49),1,0380-12-(49),,,,,,
治る御代ひやかし鯰,1,治る御代ひやかし鯰,,,,,,
0380-12-(50),1,0380-12-(50),,,,,,
遊女が鯰をひょうたんのかわりに鹿島の徳利でつかまえる小話あり,1,遊女が鯰をひょうたんのかわりに鹿島の徳利でつかまえる小話あり,,,,,,
当世仮宅遊,1,当世仮宅遊,,,,,,
0380-12-(51),1,0380-12-(51),,,,,,
石屋,1,石材店,https://ja.wikipedia.org/wiki/石材店,Keyword,OK,,,
左官が描かれている。,1,左官が描かれている。,,,,,,
浮世栄しんよしはらかりたく,1,浮世栄しんよしはらかりたく,,,,,,
0380-12-(52),1,0380-12-(52),,,,,,
七福神,1,七福神,https://ja.wikipedia.org/wiki/七福神,Keyword,OK,,,
５００日間とあり,1,５００日間とあり,,,,,,
0380-12-(53),1,0380-12-(53),,,,,,
新吉原の仮宅場所附あり,1,新吉原の仮宅場所附あり,,,,,,
鯰顔中大火の図,1,鯰顔中大火の図,,,,,,
0380-12-(54),1,0380-12-(54),,,,,,
上に鯰,1,上に鯰,,,,,,
下に要石の図,1,下に要石の図,,,,,,
右に鹿島大明神かけつけ,1,右に鹿島大明神かけつけ,,,,,,
左に雷神,1,左に雷神,,,,,,
世ハ安政民之賑,1,世ハ安政民之賑,,,,,,
0380-12-(55),1,0380-12-(55),,,,,,
金持ども,1,金持ども,,,,,,
座頭のことばあり,なまづ,1,座頭のことばあり,なまづ,NG,,,
ヤアヤア金もちのぶげんどもそのほかさとうにいたるまでよくきけわれこれまですこしうごけばまんざいらくなどとおのれおのれが身のよふじんをするも欲ばっているからのことだ世かい中その大よくが貴せんのしやべつなく○じるししにさへなれバ出きぬこともできるやふになるうき世になつたからかはいやびんぼう人ハ年中くるしミどうしニくるしんでいつまでたつてもよくなるといふことがねへ金もちハうぬらが金のあるをはなにかけ町人でゐなが(以下略,1,ヤアヤア金もちのぶげんどもそのほかさとうにいたるまでよくきけわれこれまですこしうごけばまんざいらくなどとおのれおのれが身のよふじんをするも欲ばっているからのことだ世かい中その大よくが貴せんのしやべつなく○じるししにさへなれバ出きぬこともできるやふになるうき世になつたからかはいやびんぼう人ハ年中くるしミどうしニくるしんでいつまでたつてもよくなるといふことがねへ金もちハうぬらが金のあるをはなにかけ町人でゐなが(以下略,,,,,,
火夜苦の門並玉屋地新兵衛桶伏の段,1,火夜苦の門並玉屋地新兵衛桶伏の段,,,,,,
0380-12-(56),1,0380-12-(56),,,,,,
浄瑠璃玉屋新兵衛三国小女郎比翼の初旅のかえうた,1,浄瑠璃玉屋新兵衛三国小女郎比翼の初旅のかえうた,,,,,,
雨には困ります野じゆくしばらくのそとね,1,雨には困ります野じゆくしばらくのそとね,,,,,,
0380-12-(57),1,0380-12-(57),,,,,,
ゆるぐともよしひめなほす要石末広くとあふぐ御代とぞ,1,ゆるぐともよしひめなほす要石末広くとあふぐ御代とぞ,,,,,,
0380-12-(58),1,0380-12-(58),,,,,,
諸人要石をこわさんとするの図,1,諸人要石をこわさんとするの図,,,,,,
0380-12-(59),1,0380-12-(59),,,,,,
天道さま,1,天道さま,,,,,,
天道は左官のてつだいをすればいいと答え,1,天道は左官のてつだいをすればいいと答え,,,,,,
諸人鹿島さまに文句をいい,1,諸人鹿島さまに文句をいい,,,,,,
要石をこわそうとするを神主あやまるの図,1,要石をこわそうとするを神主あやまるの図,,,,,,
あんしん要石,1,あんしん要石,,,,,,
0380-12-(60),1,0380-12-(60),,,,,,
年寄り,1,年寄_(曖昧さ回避),https://ja.wikipedia.org/wiki/年寄_(曖昧さ回避),Keyword,OK,,,
新造,1,新造,https://ja.wikipedia.org/wiki/新造,Keyword,OK,,,
瀬戸物屋,1,瀬戸物屋,,,,,,
□□,1,□□,,,,,,
いさみ,1,いさみ,,,,,,
医師,1,医師,https://ja.wikipedia.org/wiki/医師,Keyword,OK,,,
りくつものが願事を要石にする図,1,りくつものが願事を要石にする図,,,,,,
0380-12-(61),1,0380-12-(61),,,,,,
六道の辻番人や辻君もあじなゑんまの子とぞなりけるの歌あり,1,六道の辻番人や辻君もあじなゑんまの子とぞなりけるの歌あり,,,,,,
0380-12-(62),1,0380-12-(62),,,,,,
持丸長者腹くらべ,1,持丸長者腹くらべ,,,,,,
0380-12-(63),1,0380-12-(63),,,,,,
持丸が貧乏人に施しをすることを寓意している,1,持丸が貧乏人に施しをすることを寓意している,,,,,,
小判を排泄の図,1,小判を排泄の図,,,,,,
持丸のはらにたもたずはきいだしひんのやまひのこれで直る世,1,持丸のはらにたもたずはきいだしひんのやまひのこれで直る世,,,,,,
0380-12-(64),1,0380-12-(64),,,,,,
貧民が小判をとっている図,1,貧民が小判をとっている図,,,,,,
えびす大黒金持に施行を勧むるの図,1,えびす大黒金持に施行を勧むるの図,,,,,,
0380-12-(65),1,0380-12-(65),,,,,,
どかたの子,1,どかたの子,,,,,,
金持に施行を勧めるも,1,金持に施行を勧めるも,,,,,,
金持鯰をかいとり大川に放したいと答える小話,1,金持鯰をかいとり大川に放したいと答える小話,,,,,,
地震に付忠臣蔵抜文句,1,地震に付忠臣蔵抜文句,,,,,,
0380-12-(66),1,0380-12-(66),,,,,,
１８コマになっている,1,１８コマになっている,,,,,,
上段のタイトルの処が切られているのでタイトルは仮につけた,1,上段のタイトルの処が切られているのでタイトルは仮につけた,,,,,,
はじめのコマは,1,はじめのコマは,,,,,,
鴨居たわんでみぞはづれ障子のこらずばたばたばた地しんの時,1,鴨居たわんでみぞはづれ障子のこらずばたばたばた地しんの時,,,,,,
役原居,1,役原居,,,,,,
0380-12-(67),1,0380-12-(67),,,,,,
厄払い,1,厄祓い,https://ja.wikipedia.org/wiki/厄祓い,Keyword,OK,,,
ぢしんにてやけたるあとは浅草にやどをかるべき一ツ家もなし,1,ぢしんにてやけたるあとは浅草にやどをかるべき一ツ家もなし,,,,,,
0380-12-(68),1,0380-12-(68),,,,,,
野宿の風景,1,野宿の風景,,,,,,
地震廼兆注,1,地震廼兆注,,,,,,
0380-12-(69),1,0380-12-(69),,,,,,
吉野氏蔵板,1,吉野氏蔵板,,,,,,
易断,1,易断,,,,,,
